state_representation,reward_type,training_seed,update,phase,probe_index,normalized_entropy,max_probability,prob_check,prob_bet_4x,prob_bet_3x,prob_bet_2x,prob_bet_1x,prob_fold
raw,net_profit,20260823,0,preflop,0,0.9996555990618199,0.34562692046165466,0.3235531747341156,0.34562692046165466,0.33081990480422974,0.0,0.0,0.0
raw,net_profit,20260823,0,flop,0,0.9996203106406271,0.5114713311195374,0.5114713311195374,0.0,0.0,0.4885285794734955,0.0,0.0
raw,net_profit,20260823,0,river,0,0.9999170320075061,0.5053622722625732,0.0,0.0,0.0,0.0,0.5053622722625732,0.49463772773742676
raw,net_profit,20260823,0,preflop,1,0.9996355952949518,0.341354638338089,0.3201388716697693,0.341354638338089,0.3385064899921417,0.0,0.0,0.0
raw,net_profit,20260823,0,flop,1,0.9993620058770887,0.5148687362670898,0.5148687362670898,0.0,0.0,0.48513126373291016,0.0,0.0
raw,net_profit,20260823,0,river,1,0.999534891460858,0.5126955509185791,0.0,0.0,0.0,0.0,0.5126955509185791,0.4873044490814209
raw,net_profit,20260823,0,preflop,2,0.9996146737183552,0.34374698996543884,0.32042938470840454,0.34374698996543884,0.3358237147331238,0.0,0.0,0.0
raw,net_profit,20260823,0,flop,2,0.9996641854920377,0.5107875466346741,0.5107875466346741,0.0,0.0,0.4892124831676483,0.0,0.0
raw,net_profit,20260823,0,river,2,0.999915914726634,0.5053974390029907,0.0,0.0,0.0,0.0,0.5053974390029907,0.49460262060165405
raw,net_profit,20260823,0,preflop,3,0.9996141610829868,0.3445786237716675,0.3209151327610016,0.3445786237716675,0.3345063030719757,0.0,0.0,0.0
raw,net_profit,20260823,0,flop,3,0.9994067233704612,0.5143385529518127,0.5143385529518127,0.0,0.0,0.4856613874435425,0.0,0.0
raw,net_profit,20260823,0,river,3,0.999847053916126,0.5072810649871826,0.0,0.0,0.0,0.0,0.5072810649871826,0.4927188754081726
raw,net_profit,20260823,0,preflop,4,0.9996026756396317,0.3464641571044922,0.3226841986179352,0.3464641571044922,0.33085164427757263,0.0,0.0,0.0
raw,net_profit,20260823,0,flop,4,0.9994620403744574,0.5136533975601196,0.5136533975601196,0.0,0.0,0.48634663224220276,0.0,0.0
raw,net_profit,20260823,0,river,4,0.9997502333763904,0.509303629398346,0.0,0.0,0.0,0.0,0.509303629398346,0.49069637060165405
raw,net_profit,20260823,0,preflop,5,0.9995608788655496,0.3457435369491577,0.32040998339653015,0.3457435369491577,0.33384644985198975,0.0,0.0,0.0
raw,net_profit,20260823,0,flop,5,0.9999089397591677,0.5056169033050537,0.5056169033050537,0.0,0.0,0.49438315629959106,0.0,0.0
raw,net_profit,20260823,0,river,5,0.9999727028451756,0.5030757784843445,0.0,0.0,0.0,0.0,0.5030757784843445,0.4969242215156555
raw,net_profit,20260823,0,preflop,6,0.99947828815579,0.34646421670913696,0.3189367949962616,0.34646421670913696,0.3345990478992462,0.0,0.0,0.0
raw,net_profit,20260823,0,flop,6,0.9997821370096698,0.5086889266967773,0.5086889266967773,0.0,0.0,0.49131110310554504,0.0,0.0
raw,net_profit,20260823,0,river,6,0.9999300107849726,0.5049254894256592,0.0,0.0,0.0,0.0,0.5049254894256592,0.49507448077201843
raw,net_profit,20260823,0,preflop,7,0.9995597053490463,0.3458329439163208,0.32045555114746094,0.3458329439163208,0.3337115943431854,0.0,0.0,0.0
raw,net_profit,20260823,0,flop,7,0.9992941664292888,0.5156387686729431,0.5156387686729431,0.0,0.0,0.48436132073402405,0.0,0.0
raw,net_profit,20260823,0,river,7,0.9996081099526273,0.5116536021232605,0.0,0.0,0.0,0.0,0.5116536021232605,0.4883463978767395
raw,net_profit,20260823,0,preflop,8,0.9996909962851924,0.3431752622127533,0.3220677077770233,0.3431752622127533,0.3347570300102234,0.0,0.0,0.0
raw,net_profit,20260823,0,flop,8,0.9999569575914252,0.5038628578186035,0.5038628578186035,0.0,0.0,0.4961371123790741,0.0,0.0
raw,net_profit,20260823,0,river,8,0.9998266246041267,0.5077511668205261,0.0,0.0,0.0,0.0,0.5077511668205261,0.49224886298179626
raw,net_profit,20260823,0,preflop,9,0.9996676681630148,0.3434443771839142,0.32159098982810974,0.3434443771839142,0.3349646329879761,0.0,0.0,0.0
raw,net_profit,20260823,0,flop,9,0.999739903810531,0.5094938278198242,0.5094938278198242,0.0,0.0,0.49050620198249817,0.0,0.0
raw,net_profit,20260823,0,river,9,0.999909284827692,0.5056074261665344,0.0,0.0,0.0,0.0,0.5056074261665344,0.4943925440311432
raw,net_profit,20260823,0,preflop,10,0.9995499843650264,0.3468520939350128,0.321277916431427,0.3468520939350128,0.33187001943588257,0.0,0.0,0.0
raw,net_profit,20260823,0,flop,10,0.9995538383337584,0.5124343037605286,0.5124343037605286,0.0,0.0,0.48756569623947144,0.0,0.0
raw,net_profit,20260823,0,river,10,0.9997938636807152,0.5084523558616638,0.0,0.0,0.0,0.0,0.5084523558616638,0.4915476143360138
raw,net_profit,20260823,0,preflop,11,0.9995659538017737,0.34519240260124207,0.320115864276886,0.34519240260124207,0.33469173312187195,0.0,0.0,0.0
raw,net_profit,20260823,0,flop,11,0.9998891247192231,0.5061991810798645,0.5061991810798645,0.0,0.0,0.4938007891178131,0.0,0.0
raw,net_profit,20260823,0,river,11,0.9997976051208313,0.5083750486373901,0.0,0.0,0.0,0.0,0.5083750486373901,0.49162495136260986
raw,net_profit,20260823,0,preflop,12,0.999601544248705,0.34504038095474243,0.3209269046783447,0.34504038095474243,0.33403271436691284,0.0,0.0,0.0
raw,net_profit,20260823,0,flop,12,0.9995725209228966,0.51217120885849,0.51217120885849,0.0,0.0,0.48782879114151,0.0,0.0
raw,net_profit,20260823,0,river,12,0.9999190248918809,0.505297064781189,0.0,0.0,0.0,0.0,0.505297064781189,0.4947029650211334
raw,net_profit,20260823,0,preflop,13,0.9996185769257504,0.3456715941429138,0.32209423184394836,0.3456715941429138,0.3322342038154602,0.0,0.0,0.0
raw,net_profit,20260823,0,flop,13,0.9996000182201704,0.5117734670639038,0.5117734670639038,0.0,0.0,0.4882265031337738,0.0,0.0
raw,net_profit,20260823,0,river,13,0.9997118844819153,0.5099925398826599,0.0,0.0,0.0,0.0,0.5099925398826599,0.4900074303150177
raw,net_profit,20260823,0,preflop,14,0.9995987752797912,0.34381046891212463,0.3200949430465698,0.34381046891212463,0.3360946476459503,0.0,0.0,0.0
raw,net_profit,20260823,0,flop,14,0.9995580050606716,0.5123757719993591,0.5123757719993591,0.0,0.0,0.48762428760528564,0.0,0.0
raw,net_profit,20260823,0,river,14,0.9997452517559225,0.5093957185745239,0.0,0.0,0.0,0.0,0.5093957185745239,0.49060431122779846
raw,net_profit,20260823,0,preflop,15,0.999634060116121,0.3431284427642822,0.32059532403945923,0.3431284427642822,0.33627623319625854,0.0,0.0,0.0
raw,net_profit,20260823,0,flop,15,0.9997342832420272,0.5095965266227722,0.5095965266227722,0.0,0.0,0.490403413772583,0.0,0.0
raw,net_profit,20260823,0,river,15,0.9999772653952294,0.5028061866760254,0.0,0.0,0.0,0.0,0.5028061866760254,0.497193843126297
raw,net_profit,20260823,0,preflop,16,0.9995755103815482,0.3442305028438568,0.3197752833366394,0.3442305028438568,0.33599424362182617,0.0,0.0,0.0
raw,net_profit,20260823,0,flop,16,0.9997365348082021,0.5095553398132324,0.5095553398132324,0.0,0.0,0.4904446601867676,0.0,0.0
raw,net_profit,20260823,0,river,16,0.9998131709479264,0.5080471038818359,0.0,0.0,0.0,0.0,0.5080471038818359,0.4919528365135193
raw,net_profit,20260823,0,preflop,17,0.9996182108082547,0.3455090820789337,0.32188358902931213,0.3455090820789337,0.33260735869407654,0.0,0.0,0.0
raw,net_profit,20260823,0,flop,17,0.9998600612928175,0.5069630742073059,0.5069630742073059,0.0,0.0,0.49303701519966125,0.0,0.0
raw,net_profit,20260823,0,river,17,0.9999448302168724,0.5043716430664062,0.0,0.0,0.0,0.0,0.5043716430664062,0.4956284165382385
raw,net_profit,20260823,0,preflop,18,0.9995135185362204,0.3459157645702362,0.31936103105545044,0.3459157645702362,0.33472320437431335,0.0,0.0,0.0
raw,net_profit,20260823,0,flop,18,0.9997957599777879,0.5084131360054016,0.5084131360054016,0.0,0.0,0.4915868639945984,0.0,0.0
raw,net_profit,20260823,0,river,18,0.9999061400047043,0.5057041645050049,0.0,0.0,0.0,0.0,0.5057041645050049,0.49429577589035034
raw,net_profit,20260823,0,preflop,19,0.9995986848912377,0.34517553448677063,0.32095980644226074,0.34517553448677063,0.33386459946632385,0.0,0.0,0.0
raw,net_profit,20260823,0,flop,19,0.9999045094896154,0.5057530999183655,0.5057530999183655,0.0,0.0,0.49424687027931213,0.0,0.0
raw,net_profit,20260823,0,river,19,0.9995826481749024,0.5120260119438171,0.0,0.0,0.0,0.0,0.5120260119438171,0.48797401785850525
raw,net_profit,20260823,0,preflop,20,0.9996469921386331,0.34455400705337524,0.32182690501213074,0.34455400705337524,0.33361905813217163,0.0,0.0,0.0
raw,net_profit,20260823,0,flop,20,0.9997760786315952,0.5088089108467102,0.5088089108467102,0.0,0.0,0.4911911189556122,0.0,0.0
raw,net_profit,20260823,0,river,20,0.9998414154731321,0.5074134469032288,0.0,0.0,0.0,0.0,0.5074134469032288,0.49258655309677124
raw,net_profit,20260823,0,preflop,21,0.9995361000146541,0.3461500108242035,0.3201036751270294,0.3461500108242035,0.3337462246417999,0.0,0.0,0.0
raw,net_profit,20260823,0,flop,21,0.9999423124139611,0.5044723153114319,0.5044723153114319,0.0,0.0,0.49552762508392334,0.0,0.0
raw,net_profit,20260823,0,river,21,0.9995691776101,0.5122185349464417,0.0,0.0,0.0,0.0,0.5122185349464417,0.48778149485588074
raw,net_profit,20260823,0,preflop,22,0.9995482993962563,0.3438594937324524,0.3190467655658722,0.3438594937324524,0.33709368109703064,0.0,0.0,0.0
raw,net_profit,20260823,0,flop,22,0.9997266515155326,0.5097329020500183,0.5097329020500183,0.0,0.0,0.4902670979499817,0.0,0.0
raw,net_profit,20260823,0,river,22,0.9995843296508986,0.5120022892951965,0.0,0.0,0.0,0.0,0.5120022892951965,0.4879976511001587
raw,net_profit,20260823,0,preflop,23,0.999711419693728,0.34228837490081787,0.3221343159675598,0.34228837490081787,0.33557724952697754,0.0,0.0,0.0
raw,net_profit,20260823,0,flop,23,0.9996298412488435,0.5113255381584167,0.5113255381584167,0.0,0.0,0.488674521446228,0.0,0.0
raw,net_profit,20260823,0,river,23,0.9996921207407613,0.51032954454422,0.0,0.0,0.0,0.0,0.51032954454422,0.48967042565345764
raw,net_profit,20260823,0,preflop,24,0.9996196038104727,0.3458883464336395,0.3224306106567383,0.3458883464336395,0.3316810727119446,0.0,0.0,0.0
raw,net_profit,20260823,0,flop,24,0.9996640403887876,0.5107904672622681,0.5107904672622681,0.0,0.0,0.48920947313308716,0.0,0.0
raw,net_profit,20260823,0,river,24,0.9997807697888154,0.5087166428565979,0.0,0.0,0.0,0.0,0.5087166428565979,0.4912833273410797
raw,net_profit,20260823,0,preflop,25,0.9995944184440021,0.343050092458725,0.31970536708831787,0.343050092458725,0.33724460005760193,0.0,0.0,0.0
raw,net_profit,20260823,0,flop,25,0.9997767780763333,0.5087951421737671,0.5087951421737671,0.0,0.0,0.4912048876285553,0.0,0.0
raw,net_profit,20260823,0,river,25,0.9998771693393151,0.5065248012542725,0.0,0.0,0.0,0.0,0.5065248012542725,0.49347516894340515
raw,net_profit,20260823,0,preflop,26,0.9995596452105066,0.34304749965667725,0.31901660561561584,0.34304749965667725,0.33793583512306213,0.0,0.0,0.0
raw,net_profit,20260823,0,flop,26,0.9996595988749787,0.5108611583709717,0.5108611583709717,0.0,0.0,0.4891388416290283,0.0,0.0
raw,net_profit,20260823,0,river,26,0.9998924913092326,0.5061036348342896,0.0,0.0,0.0,0.0,0.5061036348342896,0.49389639496803284
raw,net_profit,20260823,0,preflop,27,0.9997240552990407,0.3417290151119232,0.32222244143486023,0.3417290151119232,0.33604851365089417,0.0,0.0,0.0
raw,net_profit,20260823,0,flop,27,0.9990579284593912,0.5180675983428955,0.5180675983428955,0.0,0.0,0.48193231225013733,0.0,0.0
raw,net_profit,20260823,0,river,27,0.9997208734115969,0.5098356604576111,0.0,0.0,0.0,0.0,0.5098356604576111,0.49016427993774414
raw,net_profit,20260823,0,preflop,28,0.9996786080017709,0.34379276633262634,0.3221457898616791,0.34379276633262634,0.3340614140033722,0.0,0.0,0.0
raw,net_profit,20260823,0,flop,28,0.9995955381866415,0.5118390321731567,0.5118390321731567,0.0,0.0,0.48816096782684326,0.0,0.0
raw,net_profit,20260823,0,river,28,0.9996412993733966,0.5111498236656189,0.0,0.0,0.0,0.0,0.5111498236656189,0.48885008692741394
raw,net_profit,20260823,0,preflop,29,0.9996035727585829,0.34251871705055237,0.31973862648010254,0.34251871705055237,0.3377426266670227,0.0,0.0,0.0
raw,net_profit,20260823,0,flop,29,0.9999885130027993,0.5019941329956055,0.5019941329956055,0.0,0.0,0.4980058968067169,0.0,0.0
raw,net_profit,20260823,0,river,29,0.9996843433296737,0.5104591846466064,0.0,0.0,0.0,0.0,0.5104591846466064,0.48954078555107117
raw,net_profit,20260823,0,preflop,30,0.9996236071457536,0.34413662552833557,0.32086485624313354,0.34413662552833557,0.33499857783317566,0.0,0.0,0.0
raw,net_profit,20260823,0,flop,30,0.9997541516048338,0.5092301368713379,0.5092301368713379,0.0,0.0,0.4907698929309845,0.0,0.0
raw,net_profit,20260823,0,river,30,0.9999516293504974,0.5040943622589111,0.0,0.0,0.0,0.0,0.5040943622589111,0.49590563774108887
